couple_id,f_age,f_imprace,f_attr,f_sinc,f_intel,f_fun,f_amb,f_like,m_age,m_imprace,m_attr,m_sinc,m_intel,m_fun,m_amb,m_like,int_corr,samerace,match
f265-m281,32.0,3.0,9.0,6.0,9.0,3.0,6.0,8.0,27.0,2.0,6.0,8.0,8.0,5.0,3.0,5.0,0.41,1,1
f265-m282,32.0,3.0,9.0,8.0,8.0,8.0,6.0,8.0,23.0,1.0,7.0,7.0,7.0,0.0,7.0,7.0,0.21,0,0
f265-m285,32.0,3.0,5.0,6.0,8.0,2.0,5.0,7.0,24.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0,0
f265-m287,32.0,3.0,6.0,8.0,9.0,5.0,6.0,9.0,22.0,1.0,5.0,9.0,7.0,5.0,5.0,6.0,0.14,0,0
f265-m288,32.0,3.0,6.0,7.0,7.0,6.0,7.0,7.0,27.0,3.0,3.0,6.0,5.0,3.0,5.0,3.0,0.31,1,0
f265-m289,32.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,28.0,1.0,3.0,4.0,5.0,3.0,3.0,3.0,0.11,0,0
f265-m290,32.0,3.0,9.0,5.0,8.0,3.0,6.0,6.0,34.0,2.0,3.0,5.0,6.0,3.0,5.0,3.0,0.52,1,0
f265-m291,32.0,3.0,6.0,7.0,7.0,6.0,7.0,7.0,27.0,5.0,4.0,9.0,9.0,6.0,6.0,5.0,0.35,0,0
f265-m292,32.0,3.0,9.0,6.0,8.0,4.0,7.0,8.0,28.0,7.0,5.0,7.0,7.0,3.0,5.0,4.0,-0.01,0,0
f265-m293,32.0,3.0,6.0,8.0,8.0,4.0,8.0,6.0,28.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,0.72,0,0
f266-m274,28.0,2.0,4.0,4.0,6.0,4.0,4.0,2.0,24.0,3.0,8.0,9.0,8.0,8.0,7.0,8.0,0.03,0,0
f266-m275,28.0,2.0,5.0,0.0,5.0,3.0,7.0,2.0,21.0,1.0,6.0,6.0,8.0,6.0,6.0,7.0,0.32,1,0
f266-m276,28.0,2.0,4.0,6.0,7.0,5.0,4.0,4.0,26.0,7.0,9.0,9.0,6.0,5.0,4.0,7.0,0.52,1,0
f266-m278,28.0,2.0,4.0,7.0,9.0,3.0,5.0,5.0,32.0,1.0,8.0,7.0,8.0,8.0,8.0,7.0,0.64,1,0
f266-m279,28.0,2.0,7.0,9.0,9.0,6.0,5.0,6.0,25.0,7.0,8.0,7.0,8.0,7.0,7.0,6.5,0.17,1,0
f266-m282,28.0,2.0,4.0,8.0,6.0,5.0,4.0,4.0,23.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,-0.05,0,0
f266-m283,28.0,2.0,2.0,7.0,7.0,10.0,5.0,6.0,27.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.18,0,0
f266-m285,28.0,2.0,2.0,6.0,7.0,2.0,6.0,2.0,24.0,1.0,7.5,7.5,7.5,7.5,7.5,7.5,0.01,0,0
f266-m287,28.0,2.0,2.0,2.0,7.0,0.0,4.0,1.0,22.0,1.0,7.0,7.0,7.0,7.0,6.0,6.0,0.01,0,0
f266-m288,28.0,2.0,6.0,8.0,8.0,7.0,5.0,8.0,27.0,3.0,7.0,6.0,7.0,6.0,5.0,6.0,0.43,1,1
f266-m289,28.0,2.0,7.0,9.0,8.0,7.0,5.0,8.0,28.0,1.0,8.0,9.0,8.0,8.0,3.0,8.0,0.27,0,1
f266-m290,28.0,2.0,8.0,5.0,8.0,2.0,4.0,2.0,34.0,2.0,4.0,7.0,7.0,7.0,7.0,6.0,0.37,1,0
f266-m291,28.0,2.0,7.0,8.0,9.0,9.0,9.0,7.0,27.0,5.0,7.0,9.0,9.0,8.0,5.0,7.0,0.28,0,1
f266-m292,28.0,2.0,6.0,7.0,8.0,6.0,4.0,6.0,28.0,7.0,7.0,10.0,8.0,5.0,7.0,7.0,0.53,0,1
f266-m293,28.0,2.0,4.0,5.0,4.0,5.0,6.0,2.0,28.0,3.0,6.0,7.0,6.0,5.0,4.0,5.0,0.29,0,0
f267-m273,26.0,2.0,4.0,5.0,6.0,5.0,5.0,5.0,29.0,8.0,9.0,7.0,5.0,6.0,5.0,6.0,-0.08,0,0
f267-m274,26.0,2.0,4.0,6.0,5.0,5.0,5.0,5.0,24.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,0.1,0,0
f267-m275,26.0,2.0,6.0,5.0,7.0,4.0,7.0,5.0,21.0,1.0,5.0,6.0,7.0,5.0,6.0,5.0,-0.48,0,0
f267-m276,26.0,2.0,5.0,6.0,6.0,6.0,7.0,5.0,26.0,7.0,5.0,8.0,3.0,5.0,3.0,6.0,-0.22,0,0
f267-m277,26.0,2.0,6.0,6.0,5.0,5.0,6.0,6.0,25.0,1.0,6.0,8.0,7.0,7.0,8.0,6.0,-0.7,0,0
f267-m278,26.0,2.0,4.0,6.0,5.0,5.0,5.0,5.0,32.0,1.0,8.0,7.0,6.0,5.0,5.0,5.0,-0.28,0,0
f267-m279,26.0,2.0,6.0,5.0,5.0,5.0,5.0,5.0,25.0,7.0,6.0,7.0,8.0,4.0,5.0,4.0,-0.29,0,0
f267-m280,26.0,2.0,4.0,7.0,7.0,4.0,7.0,5.0,25.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,-0.45,0,0
f267-m281,26.0,2.0,4.0,6.0,7.0,3.0,4.0,5.0,27.0,2.0,5.0,5.0,6.0,7.0,8.0,3.0,-0.34,0,0
f267-m283,26.0,2.0,3.0,7.0,7.0,5.0,5.0,5.0,27.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,-0.51,1,0
f267-m285,26.0,2.0,3.0,6.0,6.0,6.0,5.0,5.0,24.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,0.24,0,0
f267-m287,26.0,2.0,3.0,7.0,7.0,4.0,6.0,5.0,22.0,1.0,9.0,9.0,9.0,9.0,6.0,9.0,0.01,1,0
f267-m288,26.0,2.0,5.0,5.0,6.0,6.0,7.0,5.0,27.0,3.0,3.0,6.0,3.0,3.0,3.0,4.0,-0.39,0,0
f267-m289,26.0,2.0,5.0,5.0,5.0,6.0,6.0,5.0,28.0,1.0,7.0,6.0,5.0,5.0,6.0,5.0,-0.37,1,0
f267-m290,26.0,2.0,4.0,6.0,7.0,4.0,6.0,5.0,34.0,2.0,4.0,5.0,5.0,5.0,3.0,3.0,-0.39,0,0
f267-m291,26.0,2.0,4.0,7.0,7.0,6.0,7.0,5.0,27.0,5.0,6.0,9.0,8.0,7.0,6.0,7.0,-0.12,1,0
f267-m292,26.0,2.0,5.0,5.0,6.0,7.0,7.0,5.0,28.0,7.0,5.0,10.0,7.0,4.0,5.0,3.0,-0.28,0,0
f267-m293,26.0,2.0,4.0,7.0,6.0,5.0,6.0,5.0,28.0,3.0,7.0,6.0,7.0,7.0,8.0,6.0,0.09,0,0
f268-m274,24.0,1.0,8.0,7.0,7.0,8.0,8.0,8.0,24.0,3.0,8.0,9.0,9.0,8.0,10.0,9.0,-0.22,1,1
f268-m276,24.0,1.0,7.0,8.0,9.0,7.0,8.0,8.0,26.0,7.0,8.0,9.0,8.0,8.0,7.0,8.0,0.06,0,1
f268-m278,24.0,1.0,6.0,8.0,8.0,7.0,9.0,8.0,32.0,1.0,7.0,5.0,7.0,7.0,7.0,6.0,-0.07,0,0
f268-m279,24.0,1.0,9.5,9.0,9.0,8.0,9.0,9.0,25.0,7.0,8.0,9.0,9.0,8.0,9.0,8.0,0.63,0,1
f268-m280,24.0,1.0,5.0,8.0,8.0,7.0,7.0,8.0,25.0,2.0,6.0,7.0,7.0,7.0,7.0,7.0,0.32,0,0
f268-m281,24.0,1.0,5.0,6.0,7.0,5.0,5.0,5.0,27.0,2.0,10.0,8.0,8.0,8.0,10.0,8.0,0.02,0,0
f268-m283,24.0,1.0,5.0,7.0,8.0,6.0,5.0,6.0,27.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.74,0,0
f268-m285,24.0,1.0,6.0,8.0,8.0,5.0,8.0,7.0,24.0,1.0,8.5,8.5,8.5,8.5,8.5,8.5,-0.33,0,0
f268-m287,24.0,1.0,5.0,5.0,6.0,4.0,7.0,4.0,22.0,1.0,9.0,9.0,9.0,9.0,7.0,9.0,0.01,0,0
f268-m289,24.0,1.0,5.0,7.0,9.0,6.0,8.0,8.0,28.0,1.0,10.0,9.0,8.0,6.0,5.0,8.0,0.48,0,1
f268-m290,24.0,1.0,8.0,8.0,9.0,8.0,8.0,9.0,34.0,2.0,9.0,8.0,8.0,8.0,7.0,8.0,0.23,0,1
f268-m291,24.0,1.0,5.0,8.0,9.0,7.0,9.0,9.0,27.0,5.0,9.0,9.0,9.0,9.0,8.0,8.0,0.4,0,0
f268-m292,24.0,1.0,9.0,8.0,9.0,8.0,8.0,9.0,28.0,7.0,8.0,10.0,7.0,7.0,7.0,7.0,0.43,0,1
f268-m293,24.0,1.0,7.0,8.0,9.0,6.0,9.0,8.0,28.0,3.0,9.0,8.0,9.0,6.0,6.0,8.0,0.06,1,1
f269-m273,24.0,4.0,6.0,8.0,8.0,6.0,9.0,7.0,29.0,8.0,9.0,9.0,8.0,5.0,6.0,9.0,0.43,1,0
f269-m274,24.0,4.0,8.0,8.0,7.0,7.0,6.0,8.0,24.0,3.0,8.0,9.0,8.0,7.0,6.0,8.0,0.53,0,1
f269-m275,24.0,4.0,6.0,7.0,8.0,4.0,10.0,4.0,21.0,1.0,8.0,6.0,7.0,5.0,7.0,8.0,0.64,1,0
f269-m276,24.0,4.0,6.0,8.0,9.0,6.0,8.0,8.0,26.0,7.0,9.0,10.0,8.0,9.0,7.0,9.0,0.71,1,0
f269-m278,24.0,4.0,5.0,8.0,9.0,6.0,8.0,6.0,32.0,1.0,5.0,6.0,8.0,7.0,9.0,5.0,0.64,1,0
f269-m279,24.0,4.0,8.0,7.0,8.0,6.0,10.0,8.0,25.0,7.0,8.0,7.0,9.0,8.0,9.0,6.0,0.22,1,1
f269-m280,24.0,4.0,5.0,9.0,9.0,8.0,8.0,8.0,25.0,2.0,8.0,8.0,8.0,8.0,7.0,8.0,0.64,1,0
f269-m281,24.0,4.0,6.0,6.0,10.0,5.0,10.0,6.0,27.0,2.0,8.0,10.0,10.0,7.0,7.0,9.0,0.5,1,0
f269-m283,24.0,4.0,7.0,10.0,7.0,6.0,9.0,7.0,27.0,1.0,8.0,8.0,9.0,9.0,9.0,6.0,0.17,0,1
f269-m285,24.0,4.0,6.0,9.0,8.0,6.0,10.0,7.0,24.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,0.24,0,0
f269-m287,24.0,4.0,6.0,8.0,8.0,8.0,9.0,5.0,22.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,0.25,0,0
f269-m288,24.0,4.0,7.0,9.0,8.0,7.0,8.0,8.0,27.0,3.0,6.0,7.0,7.0,6.0,5.0,6.0,0.42,1,1
f269-m289,24.0,4.0,8.0,8.0,8.0,7.0,7.0,8.0,28.0,1.0,9.0,9.0,10.0,9.0,8.0,9.0,0.24,0,1
f269-m290,24.0,4.0,9.0,6.0,8.0,5.0,8.0,6.0,34.0,2.0,7.0,6.0,7.0,6.0,5.0,6.0,0.73,1,0
f269-m291,24.0,4.0,7.0,8.0,9.0,8.0,9.0,7.0,27.0,5.0,6.0,8.0,8.0,6.0,6.0,7.0,0.35,0,1
f269-m292,24.0,4.0,8.0,7.0,7.0,9.0,7.0,5.0,28.0,7.0,7.0,8.0,7.0,6.0,7.0,5.0,0.21,0,0
f269-m293,24.0,4.0,8.0,6.0,7.0,7.0,7.0,7.0,28.0,3.0,8.0,6.0,8.0,7.0,6.0,7.0,0.24,0,0
f270-m273,23.0,2.0,5.0,6.0,6.0,4.0,5.0,6.0,29.0,8.0,4.0,7.0,7.0,5.0,7.0,5.0,0.34,0,0
f270-m274,23.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,24.0,3.0,4.0,6.0,7.0,4.0,5.0,5.0,0.13,0,0
f270-m275,23.0,2.0,5.0,8.0,7.0,5.0,6.0,5.0,21.0,1.0,7.0,6.0,8.0,6.0,7.0,8.0,0.61,0,0
f270-m276,23.0,2.0,7.0,7.0,8.0,7.0,6.0,7.0,26.0,7.0,7.0,9.0,8.0,7.0,5.0,7.0,0.63,0,1
f270-m278,23.0,2.0,5.0,6.0,5.0,4.0,5.0,5.0,32.0,1.0,6.0,6.0,6.0,7.0,8.0,5.0,0.68,0,0
f270-m279,23.0,2.0,6.0,6.0,6.0,5.0,5.0,6.0,25.0,7.0,7.0,8.0,9.0,8.0,7.0,5.0,0.18,0,1
f270-m280,23.0,2.0,6.0,7.0,8.0,7.0,6.0,7.0,25.0,2.0,8.0,7.0,8.0,8.0,7.0,8.0,0.52,0,1
f270-m281,23.0,2.0,6.0,6.0,7.0,5.0,5.0,6.0,27.0,2.0,7.0,9.0,10.0,6.0,9.0,8.0,0.47,0,1
f270-m282,23.0,2.0,6.0,7.0,6.0,7.0,5.0,6.0,23.0,1.0,9.0,9.0,9.0,9.0,9.0,8.0,-0.06,0,1
f270-m283,23.0,2.0,5.0,7.0,7.0,5.0,6.0,6.0,27.0,1.0,5.0,5.0,9.0,5.0,9.0,6.0,0.57,1,0
f270-m285,23.0,2.0,4.0,5.0,5.0,4.0,5.0,5.0,24.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,-0.05,0,0
f270-m287,23.0,2.0,4.0,6.0,5.0,5.0,6.0,5.0,22.0,1.0,7.0,7.0,7.0,7.0,5.0,6.0,0.03,1,0
f270-m288,23.0,2.0,6.0,7.0,7.0,6.0,5.0,6.0,27.0,3.0,4.0,6.0,5.0,6.0,5.0,5.0,0.68,0,0
f270-m289,23.0,2.0,6.0,5.0,6.0,4.0,6.0,6.0,28.0,1.0,5.0,5.0,7.0,5.0,5.0,5.0,0.34,1,0
f270-m290,23.0,2.0,5.0,6.0,7.0,4.0,6.0,6.0,34.0,2.0,4.0,6.0,8.0,5.0,5.0,3.0,0.6,0,0
f270-m291,23.0,2.0,4.0,5.0,8.0,5.0,7.0,5.0,27.0,5.0,6.0,8.0,8.0,7.0,6.0,7.0,0.38,1,0
f270-m292,23.0,2.0,7.0,7.0,7.0,6.0,6.0,6.0,28.0,7.0,7.0,10.0,8.0,4.0,5.0,5.0,0.41,0,0
f270-m293,23.0,2.0,6.0,5.0,5.0,5.0,6.0,6.0,28.0,3.0,6.0,7.0,6.0,5.0,5.0,5.0,0.31,0,0
f271-m273,23.0,10.0,6.0,6.0,7.0,5.0,5.0,6.0,29.0,8.0,7.0,6.0,5.0,6.0,4.0,4.0,0.37,1,0
f271-m274,23.0,10.0,5.0,4.0,4.0,5.0,5.0,6.0,24.0,3.0,6.0,0.0,4.0,6.0,5.0,6.0,0.29,0,0
f271-m275,23.0,10.0,6.0,4.0,5.0,5.0,4.0,5.0,21.0,1.0,7.0,5.0,6.0,6.0,6.0,6.0,0.43,1,0
f271-m276,23.0,10.0,4.0,4.0,7.0,4.0,4.0,4.0,26.0,7.0,7.0,4.0,4.0,9.0,8.0,8.0,0.55,1,0
f271-m278,23.0,10.0,4.0,4.0,6.0,4.0,4.0,4.0,32.0,1.0,5.0,5.0,7.0,5.0,8.0,5.0,0.2,1,0
f271-m279,23.0,10.0,7.0,6.0,7.0,6.0,6.0,6.0,25.0,7.0,9.0,7.0,6.0,4.0,6.0,4.0,-0.12,1,0
f271-m280,23.0,10.0,5.0,4.0,8.0,4.0,4.0,5.0,25.0,2.0,6.0,6.0,6.0,5.0,4.0,6.0,0.27,1,0
f271-m281,23.0,10.0,4.0,5.0,6.0,3.0,4.0,5.0,27.0,2.0,5.0,6.0,7.0,4.0,6.0,4.0,0.23,1,0
f271-m282,23.0,10.0,7.0,7.0,7.0,7.0,5.0,7.0,23.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,-0.1,0,1
f271-m283,23.0,10.0,4.0,6.0,5.0,4.0,5.0,4.0,27.0,1.0,10.0,9.0,9.0,9.0,9.0,9.0,-0.39,0,0
f271-m285,23.0,10.0,4.0,6.0,6.0,4.0,5.0,6.0,24.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,-0.13,0,0
f271-m287,23.0,10.0,4.0,4.0,4.0,4.0,4.0,3.0,22.0,1.0,9.0,6.0,8.0,9.0,6.0,8.5,-0.17,0,0
f271-m288,23.0,10.0,7.0,6.0,6.0,6.0,5.0,7.0,27.0,3.0,5.0,7.0,3.0,3.0,3.0,3.0,0.0,1,0
f271-m289,23.0,10.0,4.0,7.0,7.0,7.0,5.0,7.0,28.0,1.0,5.0,5.0,4.0,3.0,2.0,2.0,-0.37,0,0
f271-m290,23.0,10.0,6.0,7.0,7.0,6.0,6.0,7.0,34.0,2.0,3.0,5.0,6.0,6.0,5.0,4.0,0.42,1,0
f271-m291,23.0,10.0,4.0,7.0,6.0,6.0,5.0,6.0,27.0,5.0,5.0,8.0,7.0,6.0,5.0,6.0,0.33,0,0
f271-m292,23.0,10.0,7.0,7.0,7.0,6.0,6.0,7.0,28.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0,-0.24,0,0
f271-m293,23.0,10.0,6.0,7.0,6.0,7.0,7.0,6.0,28.0,3.0,8.0,7.0,6.0,8.0,5.0,7.0,0.29,0,1
f272-m273,25.0,10.0,4.0,4.0,7.0,6.0,7.0,4.0,29.0,8.0,9.0,8.0,7.0,7.0,6.0,8.0,0.41,1,0
f272-m274,25.0,10.0,4.0,6.0,7.0,8.0,9.0,7.0,24.0,3.0,8.0,7.0,8.0,7.0,8.0,8.0,0.6,0,0
f272-m275,25.0,10.0,7.0,6.0,8.0,7.0,7.0,7.0,21.0,1.0,7.0,4.0,6.0,6.0,7.0,7.0,0.29,1,0
f272-m276,25.0,10.0,6.0,8.0,9.0,7.0,8.0,6.0,26.0,7.0,7.0,6.0,5.0,6.0,8.0,6.0,0.43,1,0
f272-m278,25.0,10.0,5.0,4.0,10.0,6.0,10.0,7.0,32.0,1.0,7.0,7.0,7.0,4.0,5.0,5.0,0.26,1,0
f272-m279,25.0,10.0,8.0,9.0,8.0,8.0,7.0,8.0,25.0,7.0,7.0,9.0,5.0,7.0,6.0,7.0,0.02,1,0
f272-m280,25.0,10.0,2.0,4.0,8.0,1.0,6.0,3.0,25.0,2.0,6.0,6.0,6.0,6.0,7.0,5.0,0.22,1,0
f272-m281,25.0,10.0,7.0,6.0,9.0,7.0,9.0,6.0,27.0,2.0,9.0,6.0,3.0,6.0,5.0,6.0,0.15,1,0
f272-m282,25.0,10.0,6.0,7.0,9.0,8.0,8.0,6.0,23.0,1.0,9.0,9.0,8.0,8.0,7.0,8.0,-0.07,0,0
f272-m283,25.0,10.0,5.0,7.0,7.0,6.0,7.0,6.0,27.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,-0.37,0,0
f272-m285,25.0,10.0,4.0,4.0,7.0,4.0,7.0,4.0,24.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,-0.05,0,0
f272-m286,25.0,10.0,3.0,2.0,8.0,7.0,6.0,4.0,22.0,4.0,9.0,8.0,9.0,8.0,9.0,7.0,-0.32,1,0
f272-m287,25.0,10.0,2.0,2.0,6.0,5.0,4.0,3.0,22.0,1.0,10.0,7.0,9.0,8.0,7.0,8.0,0.42,0,0
f272-m288,25.0,10.0,5.0,5.0,8.0,7.0,10.0,6.0,27.0,3.0,7.0,4.0,4.0,4.0,4.0,4.0,-0.07,1,0
f272-m289,25.0,10.0,6.0,6.0,7.0,6.0,5.0,6.0,28.0,1.0,6.0,4.0,4.0,6.0,3.0,4.0,-0.3,0,0
f272-m290,25.0,10.0,7.0,6.0,9.0,7.0,8.0,7.0,34.0,2.0,8.0,6.0,6.0,6.0,5.0,6.0,0.46,1,0
f272-m291,25.0,10.0,5.0,6.0,10.0,6.0,10.0,8.0,27.0,5.0,7.0,8.0,7.0,6.0,7.0,7.0,-0.04,0,0
f272-m292,25.0,10.0,6.0,8.0,8.0,7.0,8.0,6.0,28.0,7.0,6.0,10.0,6.0,9.0,7.0,7.0,-0.12,0,0
f272-m293,25.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,28.0,3.0,7.0,8.0,6.0,7.0,5.0,7.0,0.47,0,0
f294-m308,30.0,1.0,4.0,9.0,9.0,6.0,8.0,9.0,27.0,7.0,9.0,9.0,9.0,8.0,7.0,9.0,0.03,1,0
f294-m309,30.0,1.0,7.0,9.0,8.0,9.0,7.0,7.0,32.0,5.0,10.0,10.0,10.0,10.0,10.0,8.0,0.46,0,0
f294-m310,30.0,1.0,5.0,6.0,5.0,5.0,5.0,4.0,25.0,7.0,7.0,7.0,8.0,6.0,7.0,7.0,0.21,0,0
f294-m311,30.0,1.0,6.0,6.0,6.0,5.0,8.0,6.0,29.0,1.0,6.0,7.0,8.0,5.0,4.0,7.0,-0.03,1,0
f294-m312,30.0,1.0,6.0,8.0,7.0,7.0,7.0,8.0,23.0,3.0,8.0,8.0,8.0,7.0,8.0,8.0,0.17,0,0
f294-m313,30.0,1.0,5.0,8.0,8.0,7.0,8.0,8.0,27.0,2.0,6.0,5.0,6.0,7.0,8.0,6.0,0.26,0,0
f294-m314,30.0,1.0,4.0,9.0,8.0,5.0,9.0,8.0,32.0,3.0,7.0,7.0,6.0,6.0,6.0,6.0,0.27,0,0
f294-m315,30.0,1.0,6.0,8.0,8.0,6.0,6.0,7.0,27.0,1.0,9.0,8.0,10.0,7.0,7.0,9.0,0.5,0,0
f294-m316,30.0,1.0,8.0,9.0,9.0,9.0,9.0,8.0,25.0,3.0,7.0,8.0,9.0,8.0,7.0,7.0,0.2,0,1
f294-m317,30.0,1.0,8.0,8.0,7.0,7.0,7.0,7.0,30.0,1.0,8.0,7.0,9.0,7.0,7.0,8.0,0.5,0,0
f294-m318,30.0,1.0,3.0,8.0,8.0,5.0,7.0,7.0,29.0,1.0,6.0,7.0,7.0,6.0,5.0,6.0,-0.25,0,0
f294-m319,30.0,1.0,2.0,8.0,7.0,8.0,7.0,5.0,26.0,2.0,10.0,9.0,9.0,8.0,7.0,8.0,-0.38,0,0
f294-m320,30.0,1.0,4.0,5.0,7.0,5.0,7.0,6.0,36.0,6.0,10.0,8.0,10.0,7.0,9.0,7.0,0.25,0,0
f294-m321,30.0,1.0,5.0,7.0,7.0,4.0,7.0,3.0,29.0,3.0,7.0,7.0,7.0,7.0,5.0,6.0,0.55,0,0
f295-m308,30.0,5.0,4.0,10.0,9.0,6.0,6.0,7.0,27.0,7.0,8.0,9.0,8.0,8.0,7.0,9.0,0.44,0,0
f295-m310,30.0,5.0,6.0,9.0,10.0,5.0,5.0,6.0,25.0,7.0,6.0,7.0,7.0,5.0,6.0,6.0,0.16,1,0
f295-m312,30.0,5.0,5.0,7.0,7.0,7.0,7.0,6.0,23.0,3.0,5.0,6.0,6.0,3.0,4.0,3.0,0.33,1,0
f295-m314,30.0,5.0,6.0,8.0,9.0,5.0,5.0,6.0,32.0,3.0,4.0,6.0,5.0,5.0,5.0,5.0,0.42,0,0
f295-m316,30.0,5.0,5.0,7.0,8.0,9.0,9.0,6.0,25.0,3.0,5.0,6.0,6.0,6.0,5.0,4.0,0.12,1,0
f295-m318,30.0,5.0,5.0,9.0,8.0,8.0,8.0,8.0,29.0,1.0,6.0,6.0,6.0,6.0,4.0,7.0,0.04,0,0
f296-m308,28.0,10.0,5.0,5.0,6.0,3.0,3.0,3.0,27.0,7.0,7.0,8.0,8.0,7.0,6.0,8.0,0.01,0,0
f296-m309,28.0,10.0,7.0,8.0,9.0,3.0,5.0,6.0,32.0,5.0,8.0,10.0,10.0,8.0,10.0,5.0,0.53,1,0
f296-m310,28.0,10.0,6.0,5.0,5.0,3.0,1.0,2.0,25.0,7.0,6.0,8.0,8.0,7.0,6.0,5.0,0.55,1,0
f296-m311,28.0,10.0,7.0,6.0,6.0,5.0,3.0,2.0,29.0,1.0,5.0,5.0,7.0,5.0,8.0,7.0,-0.34,0,0
f296-m312,28.0,10.0,6.0,6.0,6.0,6.0,4.0,6.0,23.0,3.0,3.0,6.0,7.0,4.0,8.0,4.0,-0.06,1,0
f296-m313,28.0,10.0,8.0,8.0,9.0,8.0,7.0,8.0,27.0,2.0,3.0,6.0,9.0,4.0,8.0,4.0,0.08,1,0
f296-m314,28.0,10.0,5.0,5.0,6.0,4.0,2.0,2.0,32.0,3.0,4.0,6.0,6.0,5.0,8.0,5.0,0.12,0,0
f296-m315,28.0,10.0,7.0,8.0,8.0,5.0,5.0,6.0,27.0,1.0,7.0,8.0,8.0,4.0,4.0,8.0,0.27,1,0
f296-m316,28.0,10.0,9.0,8.0,8.0,9.0,8.0,8.0,25.0,3.0,6.0,8.0,8.0,8.0,7.0,6.0,0.24,1,1
f296-m317,28.0,10.0,8.0,10.0,8.0,9.0,8.0,8.0,30.0,1.0,5.0,10.0,9.0,9.0,9.0,7.0,0.14,1,1
f296-m318,28.0,10.0,5.0,5.0,5.0,6.0,6.0,6.0,29.0,1.0,4.0,5.0,7.0,5.0,5.0,8.0,-0.13,0,0
f296-m319,28.0,10.0,7.0,9.0,9.0,6.0,5.0,6.0,26.0,2.0,6.0,9.0,7.0,6.0,6.0,8.0,-0.17,1,1
f296-m320,28.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,36.0,6.0,5.0,8.0,8.0,5.0,7.0,6.0,-0.13,1,0
f296-m321,28.0,10.0,8.0,7.0,8.0,9.0,9.0,8.0,29.0,3.0,4.0,7.0,7.0,6.0,7.0,5.0,0.16,1,0
f297-m308,21.0,9.0,5.0,10.0,8.0,7.0,8.0,6.0,27.0,7.0,8.0,9.0,8.0,8.0,6.0,9.0,0.38,0,1
f297-m310,21.0,9.0,7.0,8.0,9.0,7.0,8.0,7.0,25.0,7.0,9.0,8.0,7.0,8.0,7.0,8.0,0.57,1,1
f297-m311,21.0,9.0,5.0,9.0,9.0,7.0,9.0,5.0,29.0,1.0,7.0,8.0,5.0,6.0,5.0,7.0,-0.06,0,0
f297-m312,21.0,9.0,5.0,5.0,5.0,5.0,9.0,5.0,23.0,3.0,7.0,5.0,5.0,6.0,3.0,5.0,0.14,1,0
f297-m313,21.0,9.0,5.0,7.0,7.0,7.0,7.0,7.0,27.0,2.0,6.0,7.0,6.0,7.0,7.0,7.0,-0.15,1,0
f297-m314,21.0,9.0,5.0,7.0,7.0,6.0,8.0,7.0,32.0,3.0,5.0,5.0,6.0,6.0,6.0,7.0,0.5,0,0
f297-m315,21.0,9.0,3.0,5.0,7.0,5.0,9.0,4.0,27.0,1.0,6.0,8.0,8.0,6.0,3.0,6.0,0.34,1,0
f297-m316,21.0,9.0,7.0,7.0,7.0,8.0,9.0,7.0,25.0,3.0,7.0,6.0,6.0,7.0,7.0,6.0,0.19,1,1
f297-m317,21.0,9.0,8.0,8.0,7.0,7.0,9.0,7.0,30.0,1.0,8.0,4.0,6.0,4.0,6.0,5.0,0.45,1,0
f297-m318,21.0,9.0,3.0,8.0,8.0,7.0,9.0,6.0,29.0,1.0,7.0,7.0,6.0,6.0,7.0,8.0,0.02,0,0
f297-m319,21.0,9.0,3.0,10.0,10.0,8.0,9.0,7.0,26.0,2.0,9.0,9.0,7.0,8.0,9.0,9.0,-0.36,1,1
f297-m320,21.0,9.0,3.0,7.0,7.0,6.0,8.0,4.0,36.0,6.0,6.0,10.0,7.0,5.0,5.0,8.0,0.47,1,0
f297-m321,21.0,9.0,4.0,7.0,7.0,7.0,8.0,6.0,29.0,3.0,6.0,7.0,7.0,7.0,7.0,6.0,0.28,1,0
f298-m308,22.0,7.0,6.0,8.0,8.0,6.0,8.0,6.0,27.0,7.0,9.0,8.0,9.0,8.0,7.0,9.0,0.31,0,0
